ticker,block_index,archetype,category,cell,score,reason_cell,reason_text,confidence,source,composite_0_10,composite_0_100
LITE,42,B: Durable Compounder,Financials,C538,10,D538,Net debt / EBITDA                                   4.10x  -> F (1.5)   band: > 4.00x | EBIT / interest expense                            12.61x  -> A (9.5)   band: >= 12.00x | Diluted share count 3-yr CAGR                       -2.1%  -> A (9.5)   band: <= 0.0%,high,auto,6.2,62.0
LITE,42,B: Durable Compounder,Business Quality,C539,2,D539,"ROIC persistence (share of yrs >12%)                 0.0%  -> F (1.5)   band: < 20.0% | Gross margin stability (band, bps)               +2754bps  -> F (1.5)   band: > +1500bps",medium,tier3,6.2,62.0
LITE,42,B: Durable Compounder,Management,C540,6,D540,"SBC as % of revenue                                  6.8%  -> B (7.5)   band: <= 8.0% | EPS beats, last 8Q                                      4  -> C (5.5)   band: >= 4 | Insider net open-market activity                       -2  -> F (1.5)   band: < -1.50",high,auto,6.2,62.0
LITE,42,B: Durable Compounder,Income,C541,4,D541,Revenue change in weakest year shown               -23.1%  -> D (3.5)   band: >= -35.0%,low,tier3,6.2,62.0
LITE,42,B: Durable Compounder,Market Sentiment,C542,4,D542,Short interest % of float                           12.5%  -> D (3.5)   band: <= 15.0% | Institutional ownership trend                           1  -> A (9.5)   band: >= 0.50 | Insider net open-market activity (6mo)                 -2  -> F (1.5)   band: < -1.50,high,auto,6.2,62.0
LITE,42,B: Durable Compounder,EPS/Revison Trends,C543,10,D543,"FY2 consensus EPS change vs 3mo ago                 12.2%  -> A (9.5)   band: >= 5.0% | Revision breadth (share up)                         94.7%  -> A (9.5)   band: >= 70.0% | EPS beats, last 8Q                                      4  -> C (5.5)   band: >= 4",medium,auto,6.2,62.0
LITE,42,B: Durable Compounder,Industry/Sector Tailwinds,C544,10,D544,Peer-median fwd revenue growth                      15.2%  -> A (9.5)   band: >= 10.0%,low,auto,6.2,62.0
LTM,43,G: Turnaround,Valuation,C548,6,D548,Fwd TEV/EBITDA vs peer median                       39.8%  -> A (9.5)   band: >= 25.0% | PEG                                                  2.58  -> F (1.5)   band: > 2.50,medium,auto,7.1,71.0
LTM,43,G: Turnaround,Growth,C549,10,D549,Fwd revenue growth                                   5.0%  -> C (5.5)   band: >= 3.0% | Fwd EPS growth                                      41.4%  -> A (9.5)   band: >= 20.0% | 3-yr gross margin trend (bps)                    +1572bps  -> A (9.5)   band: >= +100bps,high,auto,7.1,71.0
LTM,43,G: Turnaround,Profitability,C550,10,D550,ROIC 3-yr average                                   26.6%  -> A (9.5)   band: >= 20.0% | ROIC persistence (share of yrs >12%)               100.0%  -> A (9.5)   band: >= 80.0% | Gross margin vs peer set                           100.0%  -> A (9.5)   band: >= 75.0% | Return on equity                                   117.6%  -> C (5.5)   band: >= 20.0%  [demoted to B: debt_to_equity is not None and debt_to_equity >= 1.0; notched B->C: debt_to_equity is not None and debt_to_equity > 2.0],high,auto,7.1,71.0
LTM,43,G: Turnaround,Financials,C551,6,D551,Net debt / EBITDA                                   1.53x  -> C (5.5)   band: <= 2.50x | EBIT / interest expense                             4.01x  -> C (5.5)   band: >= 4.00x | Diluted share count 3-yr CAGR                       -0.9%  -> A (9.5)   band: <= 0.0%,high,auto,7.1,71.0
LTM,43,G: Turnaround,Business Quality,C552,6,D552,"ROIC persistence (share of yrs >12%)               100.0%  -> A (9.5)   band: >= 80.0% | Gross margin stability (band, bps)               +1572bps  -> F (1.5)   band: > +1500bps",medium,tier3,7.1,71.0
LTM,43,G: Turnaround,Management,C553,6,D553,"EPS beats, last 8Q                                      4  -> C (5.5)   band: >= 4",low,auto,7.1,71.0
LTM,43,G: Turnaround,Income,C554,10,D554,Revenue change in weakest year shown                10.2%  -> A (9.5)   band: >= 0.0%,low,tier3,7.1,71.0
LTM,43,G: Turnaround,Market Sentiment,C555,10,D555,Short interest % of float                            1.1%  -> A (9.5)   band: <= 2.0% | Institutional ownership trend                           1  -> A (9.5)   band: >= 0.50,medium,auto,7.1,71.0
LTM,43,G: Turnaround,EPS/Revison Trends,C556,6,D556,"FY2 consensus EPS change vs 3mo ago                 -0.9%  -> C (5.5)   band: >= -2.0% | Revision breadth (share up)                          0.0%  -> F (1.5)   band: < 30.0% | EPS beats, last 8Q                                      4  -> C (5.5)   band: >= 4",high,auto,7.1,71.0
LTM,43,G: Turnaround,Industry/Sector Tailwinds,C557,8,D557,Peer-median fwd revenue growth                       6.0%  -> B (7.5)   band: >= 5.0%,low,auto,7.1,71.0
LUMN,44,G: Turnaround,Valuation,C561,8,D561,FCF yield                                            6.7%  -> A (9.5)   band: >= 6.0% | Fwd TEV/EBITDA vs peer median                        5.3%  -> C (5.5)   band: >= -10.0%,medium,auto,4.2,42.0
LUMN,44,G: Turnaround,Growth,C562,2,D562,Fwd revenue growth                                  -3.6%  -> F (1.5)   band: < 0.0% | 3-yr gross margin trend (bps)                     -851bps  -> F (1.5)   band: < -200bps,medium,auto,4.2,42.0
LUMN,44,G: Turnaround,Profitability,C563,2,D563,ROIC 3-yr average                                  -17.2%  -> F (1.5)   band: < 4.0% | ROIC persistence (share of yrs >12%)                 0.0%  -> F (1.5)   band: < 20.0% | Gross margin vs peer set                            14.3%  -> F (1.5)   band: < 25.0% | Return on equity                                   155.6%  -> A (9.5)   band: >= 20.0%,high,auto,4.2,42.0
LUMN,44,G: Turnaround,Financials,C564,2,D564,Net debt / EBITDA                                   7.22x  -> F (1.5)   band: > 4.00x | EBIT / interest expense                            -0.97x  -> F (1.5)   band: < 2.00x | Diluted share count 3-yr CAGR                       -0.4%  -> A (9.5)   band: <= 0.0%,high,auto,4.2,42.0
LUMN,44,G: Turnaround,Business Quality,C565,3,D565,"ROIC persistence (share of yrs >12%)                 0.0%  -> F (1.5)   band: < 20.0% | Gross margin stability (band, bps)                +851bps  -> D (3.5)   band: <= +1500bps",medium,tier3,4.2,42.0
LUMN,44,G: Turnaround,Management,C566,6,D566,"SBC as % of revenue                                  0.4%  -> A (9.5)   band: <= 5.0% | EPS beats, last 8Q                                      3  -> D (3.5)   band: >= 2 | Insider net open-market activity                        0  -> C (5.5)   band: >= -0.50",high,auto,4.2,42.0
LUMN,44,G: Turnaround,Income,C567,6,D567,Revenue change in weakest year shown               -16.7%  -> C (5.5)   band: >= -20.0%,low,tier3,4.2,42.0
LUMN,44,G: Turnaround,Market Sentiment,C568,6,D568,Short interest % of float                            7.3%  -> C (5.5)   band: <= 8.0% | Institutional ownership trend                           1  -> A (9.5)   band: >= 0.50 | Insider net open-market activity (6mo)                  0  -> C (5.5)   band: >= -0.50,high,auto,4.2,42.0
LUMN,44,G: Turnaround,EPS/Revison Trends,C569,4,D569,"FY2 consensus EPS change vs 3mo ago                 -6.8%  -> F (1.5)   band: < -5.0% | Revision breadth (share up)                         50.0%  -> C (5.5)   band: >= 45.0% | EPS beats, last 8Q                                      3  -> D (3.5)   band: >= 2",medium,auto,4.2,42.0
LUMN,44,G: Turnaround,Industry/Sector Tailwinds,C570,8,D570,Peer-median fwd revenue growth                       6.9%  -> B (7.5)   band: >= 5.0%,low,auto,4.2,42.0
LUNR,45,C: High Growth,Valuation,C574,2,D574,FCF yield                                           -6.4%  -> F (1.5)   band: < 1.0%,low,auto,2.9,29.0
LUNR,45,C: High Growth,Growth,C575,2,D575,Fwd revenue growth (high-growth bands)              21.7%  -> C (5.5)   band: >= 15.0% | Rule of 40 (growth% + FCF margin%)                 -19.08  -> F (1.5)   band: < 10 | Gross margin                                         2.9%  -> F (1.5)   band: < 35.0%,high,auto,2.9,29.0
LUNR,45,C: High Growth,Profitability,C576,2,D576,Gross margin vs peer set                             0.0%  -> F (1.5)   band: < 25.0% | Return on equity                                   -30.3%  -> F (1.5)   band: < 5.0%,medium,auto,2.9,29.0
LUNR,45,C: High Growth,Financials,C577,4,D577,Cash runway (yrs) -- dominant when FCF-negative          4.35y  -> B (7.5)   band: >= 4.00y | Net debt / EBITDA                                   2.61x  -> D (3.5)   band: <= 4.00x | Diluted share count 3-yr CAGR                       88.6%  -> F (1.5)   band: > 6.0%,high,auto,2.9,29.0
LUNR,45,C: High Growth,Business Quality,C578,2,D578,"Gross margin stability (band, bps)               +4286bps  -> F (1.5)   band: > +1500bps",low,tier3,2.9,29.0
LUNR,45,C: High Growth,Management,C579,4,D579,"SBC as % of revenue                                  4.5%  -> A (9.5)   band: <= 5.0% | EPS beats, last 8Q                                      2  -> D (3.5)   band: >= 2 | Insider net open-market activity                       -2  -> F (1.5)   band: < -1.50",high,auto,2.9,29.0
LUNR,45,C: High Growth,Income,C580,6,D580,Revenue change in weakest year shown                -9.2%  -> C (5.5)   band: >= -20.0%,low,tier3,2.9,29.0
LUNR,45,C: High Growth,Market Sentiment,C581,2,D581,Short interest % of float                           28.8%  -> F (1.5)   band: > 15.0% | Institutional ownership trend                           1  -> A (9.5)   band: >= 0.50 | Insider net open-market activity (6mo)                 -2  -> F (1.5)   band: < -1.50,high,auto,2.9,29.0
LUNR,45,C: High Growth,EPS/Revison Trends,C582,3,D582,"FY2 consensus EPS change vs 3mo ago               -123.3%  -> F (1.5)   band: < -5.0% | EPS beats, last 8Q                                      2  -> D (3.5)   band: >= 2",medium,auto,2.9,29.0
LUNR,45,C: High Growth,Industry/Sector Tailwinds,C583,8,D583,Peer-median fwd revenue growth                       6.9%  -> B (7.5)   band: >= 5.0%,low,auto,2.9,29.0
MBAI,46,E: Early Biotech,Valuation,C587,2,D587,FCF yield                                           -0.5%  -> F (1.5)   band: < 1.0%,low,auto,3.89,38.9
MBAI,46,E: Early Biotech,Growth,C588,,D588,,none,auto,3.89,38.9
MBAI,46,E: Early Biotech,Profitability,C589,3,D589,ROIC 3-yr average                                    2.8%  -> F (1.5)   band: < 4.0% | ROIC persistence (share of yrs >12%)                33.3%  -> D (3.5)   band: >= 20.0% | Gross margin vs peer set                             0.0%  -> F (1.5)   band: < 25.0% | Return on equity                                   416.7%  -> A (9.5)   band: >= 20.0%,high,auto,3.89,38.9
MBAI,46,E: Early Biotech,Financials,C590,2,D590,Cash runway (yrs) -- dominant when FCF-negative          0.04y  -> F (1.5)   band: < 1.50y | Net debt / EBITDA                                  -0.01x  -> A (9.5)   band: <= 0.50x | Diluted share count 3-yr CAGR                        3.2%  -> D (3.5)   band: <= 6.0%,high,auto,3.89,38.9
MBAI,46,E: Early Biotech,Business Quality,C591,4,D591,ROIC persistence (share of yrs >12%)                33.3%  -> D (3.5)   band: >= 20.0%,low,tier3,3.89,38.9
MBAI,46,E: Early Biotech,Management,C592,2,D592,"EPS beats, last 8Q                                      1  -> F (1.5)   band: < 2",low,auto,3.89,38.9
MBAI,46,E: Early Biotech,Income,C593,,D593,,none,tier3,3.89,38.9
MBAI,46,E: Early Biotech,Market Sentiment,C594,8,D594,Short interest % of float                            1.3%  -> A (9.5)   band: <= 2.0% | Institutional ownership trend                           0  -> C (5.5)   band: >= -0.50,medium,auto,3.89,38.9
MBAI,46,E: Early Biotech,EPS/Revison Trends,C595,2,D595,"EPS beats, last 8Q                                      1  -> F (1.5)   band: < 2",low,auto,3.89,38.9
MBAI,46,E: Early Biotech,Industry/Sector Tailwinds,C596,10,D596,Peer-median fwd revenue growth                      11.8%  -> A (9.5)   band: >= 10.0%,low,auto,3.89,38.9
META,47,B: Durable Compounder,Valuation,C600,8,D600,FCF yield                                            2.7%  -> C (5.5)   band: >= 2.5% | Fwd P/E vs own 5-yr median                          42.0%  -> A (9.5)   band: >= 25.0% | Fwd TEV/EBITDA vs peer median                      -14.2%  -> D (3.5)   band: >= -30.0% | PEG                                                  0.83  -> A (9.5)   band: <= 1.00,high,auto,8.6,86.0
META,47,B: Durable Compounder,Growth,C601,10,D601,Fwd revenue growth                                  20.1%  -> A (9.5)   band: >= 15.0% | Fwd EPS growth                                       6.7%  -> C (5.5)   band: >= 5.0% | 3-yr gross margin trend (bps)                     +365bps  -> A (9.5)   band: >= +100bps,high,auto,8.6,86.0
META,47,B: Durable Compounder,Profitability,C602,10,D602,ROIC 3-yr average                                   27.7%  -> A (9.5)   band: >= 20.0% | ROIC persistence (share of yrs >12%)               100.0%  -> A (9.5)   band: >= 80.0% | Gross margin vs peer set                           100.0%  -> A (9.5)   band: >= 75.0% | Return on equity                                    29.8%  -> A (9.5)   band: >= 20.0%,high,auto,8.6,86.0
META,47,B: Durable Compounder,Financials,C603,10,D603,Net debt / EBITDA                                   0.44x  -> A (9.5)   band: <= 0.50x | EBIT / interest expense                            44.14x  -> A (9.5)   band: >= 12.00x | FCF / net income (3-yr)                             89.1%  -> B (7.5)   band: >= 85.0% | Diluted share count 3-yr CAGR                       -1.6%  -> A (9.5)   band: <= 0.0%,high,auto,8.6,86.0
META,47,B: Durable Compounder,Business Quality,C604,9,D604,"ROIC persistence (share of yrs >12%)               100.0%  -> A (9.5)   band: >= 80.0% | Gross margin stability (band, bps)                +365bps  -> B (7.5)   band: <= +400bps",medium,tier3,8.6,86.0
META,47,B: Durable Compounder,Management,C605,4,D605,"SBC as % of revenue                                 11.0%  -> C (5.5)   band: <= 12.0% | EPS beats, last 8Q                                      2  -> D (3.5)   band: >= 2 | Insider net open-market activity                       -2  -> F (1.5)   band: < -1.50",high,auto,8.6,86.0
META,47,B: Durable Compounder,Income,C606,10,D606,Revenue change in weakest year shown                15.7%  -> A (9.5)   band: >= 0.0%,low,tier3,8.6,86.0
META,47,B: Durable Compounder,Market Sentiment,C607,6,D607,Short interest % of float                            1.7%  -> A (9.5)   band: <= 2.0% | Institutional ownership trend                           0  -> C (5.5)   band: >= -0.50 | Insider net open-market activity (6mo)                 -2  -> F (1.5)   band: < -1.50,high,auto,8.6,86.0
META,47,B: Durable Compounder,EPS/Revison Trends,C608,6,D608,"FY2 consensus EPS change vs 3mo ago                 -1.6%  -> C (5.5)   band: >= -2.0% | Revision breadth (share up)                         50.0%  -> C (5.5)   band: >= 45.0% | EPS beats, last 8Q                                      2  -> D (3.5)   band: >= 2",medium,auto,8.6,86.0
META,47,B: Durable Compounder,Industry/Sector Tailwinds,C609,10,D609,Peer-median fwd revenue growth                      20.1%  -> A (9.5)   band: >= 10.0%,low,auto,8.6,86.0
MP,48,D: Cyclical / Commodity,Valuation,C613,6,D613,FCF yield                                           -4.0%  -> F (1.5)   band: < 1.0% | PEG                                                  0.10  -> A (9.5)   band: <= 1.00,medium,auto,4.15,41.5
MP,48,D: Cyclical / Commodity,Growth,C614,10,D614,Fwd revenue growth                                  73.6%  -> A (9.5)   band: >= 15.0% | Fwd EPS growth                                     462.1%  -> A (9.5)   band: >= 20.0% | 3-yr gross margin trend (bps)                   -10471bps  -> F (1.5)   band: < -200bps,high,auto,4.15,41.5
MP,48,D: Cyclical / Commodity,Profitability,C615,2,D615,ROIC 3-yr average                                   -1.6%  -> F (1.5)   band: < 4.0% | ROIC persistence (share of yrs >12%)                25.0%  -> D (3.5)   band: >= 20.0% | Gross margin vs peer set                             0.0%  -> F (1.5)   band: < 25.0% | Return on equity                                    -4.2%  -> F (1.5)   band: < 5.0%,high,auto,4.15,41.5
MP,48,D: Cyclical / Commodity,Financials,C616,2,D616,Net debt / EBITDA                                  38.75x  -> F (1.5)   band: > 4.00x | EBIT / interest expense                            -2.09x  -> F (1.5)   band: < 2.00x | Diluted share count 3-yr CAGR                       -4.2%  -> A (9.5)   band: <= 0.0%,high,auto,4.15,41.5
MP,48,D: Cyclical / Commodity,Business Quality,C617,3,D617,"ROIC persistence (share of yrs >12%)                25.0%  -> D (3.5)   band: >= 20.0% | Gross margin stability (band, bps)              +11180bps  -> F (1.5)   band: > +1500bps",medium,tier3,4.15,41.5
MP,48,D: Cyclical / Commodity,Management,C618,5,D618,"SBC as % of revenue                                 14.1%  -> D (3.5)   band: <= 15.0% | EPS beats, last 8Q                                      4  -> C (5.5)   band: >= 4",medium,auto,4.15,41.5
MP,48,D: Cyclical / Commodity,Income,C619,2,D619,Revenue change in weakest year shown               -52.0%  -> F (1.5)   band: < -35.0%,low,tier3,4.15,41.5
MP,48,D: Cyclical / Commodity,Market Sentiment,C620,6,D620,Short interest % of float                           17.4%  -> F (1.5)   band: > 15.0% | Institutional ownership trend                           1  -> A (9.5)   band: >= 0.50,medium,auto,4.15,41.5
MP,48,D: Cyclical / Commodity,EPS/Revison Trends,C621,2,D621,"FY2 consensus EPS change vs 3mo ago                -25.3%  -> F (1.5)   band: < -5.0% | Revision breadth (share up)                          0.0%  -> F (1.5)   band: < 30.0% | EPS beats, last 8Q                                      4  -> C (5.5)   band: >= 4",medium,auto,4.15,41.5
MP,48,D: Cyclical / Commodity,Industry/Sector Tailwinds,C622,6,D622,Peer-median fwd revenue growth                       0.4%  -> C (5.5)   band: >= 0.0%,low,auto,4.15,41.5
MSFT,49,B: Durable Compounder,Valuation,C626,8,D626,FCF yield                                            1.8%  -> D (3.5)   band: >= 1.0% | Fwd P/E vs own 5-yr median                          69.7%  -> A (9.5)   band: >= 25.0% | Fwd TEV/EBITDA vs peer median                       57.8%  -> A (9.5)   band: >= 25.0% | PEG                                                  1.52  -> C (5.5)   band: <= 1.80,high,auto,8.7,87.0
MSFT,49,B: Durable Compounder,Growth,C627,8,D627,Fwd revenue growth                                  19.3%  -> A (9.5)   band: >= 15.0% | Fwd EPS growth                                      19.3%  -> B (7.5)   band: >= 10.0% | 3-yr gross margin trend (bps)                      -98bps  -> D (3.5)   band: >= -200bps,high,auto,8.7,87.0
MSFT,49,B: Durable Compounder,Profitability,C628,10,D628,ROIC 3-yr average                                   31.6%  -> A (9.5)   band: >= 20.0% | ROIC persistence (share of yrs >12%)               100.0%  -> A (9.5)   band: >= 80.0% | Gross margin vs peer set                            12.5%  -> F (1.5)   band: < 25.0% | Return on equity                                    34.0%  -> A (9.5)   band: >= 20.0%,high,auto,8.7,87.0
MSFT,49,B: Durable Compounder,Financials,C629,10,D629,Net debt / EBITDA                                   0.27x  -> A (9.5)   band: <= 0.50x | EBIT / interest expense                            55.39x  -> A (9.5)   band: >= 12.00x | FCF / net income (3-yr)                            204.7%  -> A (9.5)   band: >= 100.0% | Diluted share count 3-yr CAGR                       -0.1%  -> A (9.5)   band: <= 0.0%,high,auto,8.7,87.0
MSFT,49,B: Durable Compounder,Business Quality,C630,10,D630,"ROIC persistence (share of yrs >12%)               100.0%  -> A (9.5)   band: >= 80.0% | Gross margin stability (band, bps)                +182bps  -> A (9.5)   band: <= +200bps",medium,tier3,8.7,87.0
MSFT,49,B: Durable Compounder,Management,C631,6,D631,"SBC as % of revenue                                  3.7%  -> A (9.5)   band: <= 5.0% | EPS beats, last 8Q                                      4  -> C (5.5)   band: >= 4 | Insider net open-market activity                    -1.55  -> F (1.5)   band: < -1.50",high,auto,8.7,87.0
MSFT,49,B: Durable Compounder,Income,C632,10,D632,Revenue change in weakest year shown                14.9%  -> A (9.5)   band: >= 0.0%,low,tier3,8.7,87.0
MSFT,49,B: Durable Compounder,Market Sentiment,C633,6,D633,Short interest % of float                            1.2%  -> A (9.5)   band: <= 2.0% | Institutional ownership trend                           0  -> C (5.5)   band: >= -0.50 | Insider net open-market activity (6mo)              -1.55  -> F (1.5)   band: < -1.50,high,auto,8.7,87.0
MSFT,49,B: Durable Compounder,EPS/Revison Trends,C634,6,D634,"FY2 consensus EPS change vs 3mo ago                  4.3%  -> B (7.5)   band: >= 2.0% | Revision breadth (share up)                         44.4%  -> D (3.5)   band: >= 30.0% | EPS beats, last 8Q                                      4  -> C (5.5)   band: >= 4",high,auto,8.7,87.0
MSFT,49,B: Durable Compounder,Industry/Sector Tailwinds,C635,10,D635,Peer-median fwd revenue growth                      21.3%  -> A (9.5)   band: >= 10.0%,low,auto,8.7,87.0
MU,50,D: Cyclical / Commodity,Valuation,C639,10,D639,Fwd P/E vs own 5-yr median                         193.6%  -> A (9.5)   band: >= 25.0% | Fwd TEV/EBITDA vs peer median                       54.8%  -> A (9.5)   band: >= 25.0% | PEG                                                  0.12  -> A (9.5)   band: <= 1.00,high,auto,8.0,80.0
MU,50,D: Cyclical / Commodity,Growth,C640,10,D640,Fwd revenue growth                                  85.0%  -> A (9.5)   band: >= 15.0% | Fwd EPS growth                                     111.8%  -> A (9.5)   band: >= 20.0% | 3-yr gross margin trend (bps)                     -539bps  -> F (1.5)   band: < -200bps,high,auto,8.0,80.0
MU,50,D: Cyclical / Commodity,Profitability,C641,4,D641,ROIC 3-yr average                                    2.2%  -> F (1.5)   band: < 4.0% | ROIC persistence (share of yrs >12%)                50.0%  -> C (5.5)   band: >= 40.0% | Gross margin vs peer set                             0.0%  -> F (1.5)   band: < 25.0% | Return on equity                                    66.6%  -> A (9.5)   band: >= 20.0%,high,auto,8.0,80.0
MU,50,D: Cyclical / Commodity,Financials,C642,9,D642,Net debt / EBITDA                                   0.08x  -> A (9.5)   band: <= 0.50x | EBIT / interest expense                           257.80x  -> A (9.5)   band: >= 12.00x | FCF / net income (3-yr)                           -124.2%  -> F (1.5)   band: < 50.0% | Diluted share count 3-yr CAGR                        0.1%  -> B (7.5)   band: <= 1.0%,high,auto,8.0,80.0
MU,50,D: Cyclical / Commodity,Business Quality,C643,4,D643,"ROIC persistence (share of yrs >12%)                50.0%  -> C (5.5)   band: >= 40.0% | Gross margin stability (band, bps)               +5430bps  -> F (1.5)   band: > +1500bps",medium,tier3,8.0,80.0
MU,50,D: Cyclical / Commodity,Management,C644,6,D644,"SBC as % of revenue                                  1.3%  -> A (9.5)   band: <= 5.0% | EPS beats, last 8Q                                      4  -> C (5.5)   band: >= 4 | Insider net open-market activity                       -2  -> F (1.5)   band: < -1.50",high,auto,8.0,80.0
MU,50,D: Cyclical / Commodity,Income,C645,2,D645,Revenue change in weakest year shown               -49.5%  -> F (1.5)   band: < -35.0%,low,tier3,8.0,80.0
MU,50,D: Cyclical / Commodity,Market Sentiment,C646,8,D646,Short interest % of float                            3.2%  -> B (7.5)   band: <= 5.0% | Institutional ownership trend                           1  -> A (9.5)   band: >= 0.50 | Insider net open-market activity (6mo)                 -2  -> F (1.5)   band: < -1.50,high,auto,8.0,80.0
MU,50,D: Cyclical / Commodity,EPS/Revison Trends,C647,10,D647,"FY2 consensus EPS change vs 3mo ago                 54.1%  -> A (9.5)   band: >= 5.0% | Revision breadth (share up)                        100.0%  -> A (9.5)   band: >= 70.0% | EPS beats, last 8Q                                      4  -> C (5.5)   band: >= 4",medium,auto,8.0,80.0
MU,50,D: Cyclical / Commodity,Industry/Sector Tailwinds,C648,10,D648,Peer-median fwd revenue growth                      42.6%  -> A (9.5)   band: >= 10.0%,low,auto,8.0,80.0
MXL,51,C: High Growth,Valuation,C652,6,D652,FCF yield                                            0.0%  -> F (1.5)   band: < 1.0% | PEG                                                  0.39  -> A (9.5)   band: <= 1.00,medium,auto,6.15,61.5
MXL,51,C: High Growth,Growth,C653,6,D653,Fwd revenue growth (high-growth bands)              29.2%  -> B (7.5)   band: >= 25.0% | Rule of 40 (growth% + FCF margin%)                  29.33  -> C (5.5)   band: >= 25 | Gross margin                                        56.8%  -> C (5.5)   band: >= 50.0%,high,auto,6.15,61.5
MXL,51,C: High Growth,Profitability,C654,3,D654,ROIC 3-yr average                                  -24.7%  -> F (1.5)   band: < 4.0% | ROIC persistence (share of yrs >12%)                25.0%  -> D (3.5)   band: >= 20.0% | Gross margin vs peer set                            75.0%  -> A (9.5)   band: >= 75.0% | Return on equity                                   -21.3%  -> F (1.5)   band: < 5.0%,high,auto,6.15,61.5
MXL,51,C: High Growth,Financials,C655,10,D655,Cash runway (yrs) -- dominant when FCF-negative   FCF-positive  -> A (9.5)   band: >= FCF-positive | Net debt / EBITDA                                  -3.22x  -> A (9.5)   band: <= 0.50x | Diluted share count 3-yr CAGR                        2.3%  -> C (5.5)   band: <= 3.0%,high,auto,6.15,61.5
MXL,51,C: High Growth,Business Quality,C656,6,D656,"ROIC persistence (share of yrs >12%)                25.0%  -> D (3.5)   band: >= 20.0% | Gross margin stability (band, bps)                +398bps  -> B (7.5)   band: <= +400bps",medium,tier3,6.15,61.5
MXL,51,C: High Growth,Management,C657,2,D657,"SBC as % of revenue                                 15.6%  -> F (1.5)   band: > 15.0% | EPS beats, last 8Q                                      4  -> C (5.5)   band: >= 4 | Insider net open-market activity                       -2  -> F (1.5)   band: < -1.50",high,auto,6.15,61.5
MXL,51,C: High Growth,Income,C658,2,D658,Revenue change in weakest year shown               -48.0%  -> F (1.5)   band: < -35.0%,low,tier3,6.15,61.5
MXL,51,C: High Growth,Market Sentiment,C659,6,D659,Short interest % of float                            6.0%  -> C (5.5)   band: <= 8.0% | Institutional ownership trend                           1  -> A (9.5)   band: >= 0.50 | Insider net open-market activity (6mo)                 -2  -> F (1.5)   band: < -1.50,high,auto,6.15,61.5
MXL,51,C: High Growth,EPS/Revison Trends,C660,10,D660,"FY2 consensus EPS change vs 3mo ago                 51.8%  -> A (9.5)   band: >= 5.0% | Revision breadth (share up)                        100.0%  -> A (9.5)   band: >= 70.0% | EPS beats, last 8Q                                      4  -> C (5.5)   band: >= 4",high,auto,6.15,61.5
MXL,51,C: High Growth,Industry/Sector Tailwinds,C661,10,D661,Peer-median fwd revenue growth                      25.2%  -> A (9.5)   band: >= 10.0%,low,auto,6.15,61.5
NBIS,52,C: High Growth,Valuation,C665,2,D665,FCF yield                                           -5.8%  -> F (1.5)   band: < 1.0%,low,auto,4.7,47.0
NBIS,52,C: High Growth,Growth,C666,8,D666,Fwd revenue growth (high-growth bands)             238.2%  -> A (9.5)   band: >= 40.0% | Rule of 40 (growth% + FCF margin%)                -121.18  -> F (1.5)   band: < 10 | Gross margin                                        68.6%  -> B (7.5)   band: >= 65.0%,high,auto,4.7,47.0
NBIS,52,C: High Growth,Profitability,C667,4,D667,ROIC 3-yr average                                  -16.3%  -> F (1.5)   band: < 4.0% | ROIC persistence (share of yrs >12%)                 0.0%  -> F (1.5)   band: < 20.0% | Gross margin vs peer set                           100.0%  -> A (9.5)   band: >= 75.0% | Return on equity                                    14.1%  -> C (5.5)   band: >= 10.0%,high,auto,4.7,47.0
NBIS,52,C: High Growth,Financials,C668,6,D668,Cash runway (yrs) -- dominant when FCF-negative          1.17y  -> F (1.5)   band: < 1.50y | Net debt / EBITDA                                 -33.55x  -> A (9.5)   band: <= 0.50x | Diluted share count 3-yr CAGR                      -11.7%  -> A (9.5)   band: <= 0.0%,high,auto,4.7,47.0
NBIS,52,C: High Growth,Business Quality,C669,2,D669,"ROIC persistence (share of yrs >12%)                 0.0%  -> F (1.5)   band: < 20.0% | Gross margin stability (band, bps)              +17900bps  -> F (1.5)   band: > +1500bps",medium,tier3,4.7,47.0
NBIS,52,C: High Growth,Management,C670,4,D670,"SBC as % of revenue                                 11.5%  -> C (5.5)   band: <= 12.0% | EPS beats, last 8Q                                      2  -> D (3.5)   band: >= 2 | Insider net open-market activity                       -2  -> F (1.5)   band: < -1.50",high,auto,4.7,47.0
NBIS,52,C: High Growth,Income,C671,4,D671,Revenue change in weakest year shown               -27.4%  -> D (3.5)   band: >= -35.0%,low,tier3,4.7,47.0
NBIS,52,C: High Growth,Market Sentiment,C672,2,D672,Short interest % of float                           28.0%  -> F (1.5)   band: > 15.0% | Institutional ownership trend                           1  -> A (9.5)   band: >= 0.50 | Insider net open-market activity (6mo)                 -2  -> F (1.5)   band: < -1.50,high,auto,4.7,47.0
NBIS,52,C: High Growth,EPS/Revison Trends,C673,2,D673,"FY2 consensus EPS change vs 3mo ago                -17.7%  -> F (1.5)   band: < -5.0% | Revision breadth (share up)                          0.0%  -> F (1.5)   band: < 30.0% | EPS beats, last 8Q                                      2  -> D (3.5)   band: >= 2",medium,auto,4.7,47.0
NBIS,52,C: High Growth,Industry/Sector Tailwinds,C674,10,D674,Peer-median fwd revenue growth                      14.3%  -> A (9.5)   band: >= 10.0%,low,auto,4.7,47.0
